chr1	1	705500	5	10.3876686853664
chr1	705501	2441200	485	2.21130802513597
chr1	2441201	2509200	20	0.986506184171339
chr1	2509201	2519400	3	1.62405444677981
chr1	2519401	2590800	21	2.6377356736734
chr1	2590801	2652000	18	1.40805140040987
chr1	2652001	2767600	8	18.8409525418408
chr1	2767601	3923600	337	1.49308883011191
chr1	3923601	5477400	457	1.29468398646507
chr1	5477401	7945800	726	1.4749847107428
chr1	7945801	7983200	11	2.24139979022337
chr1	7983201	8013800	9	1.90408779372962
chr1	8013801	8030800	5	3.42024577672344
chr1	8030801	8098800	20	2.52642963638052
chr1	8098801	8160000	18	2.0174039675808
chr1	8160001	8214400	16	2.48319920369748
chr1	8214401	8336800	36	1.89710561736868
chr1	8336801	8537400	59	2.51350402622823
chr1	8537401	8673400	40	2.11037590796397
chr1	8673401	8724400	15	2.44850306161894
chr1	8724401	9945000	359	1.77411557836362
chr1	9945001	10019800	22	1.34480780236269
chr1	10019801	10128600	32	1.61742632740209
chr1	10128601	10210200	24	1.33302145424997
chr1	10210201	10332600	36	1.72225647261
chr1	10332601	10424400	27	1.46713334416732
chr1	10424401	10642000	64	1.78534142666654
chr1	10642001	10805200	48	2.86254822833082
chr1	10805201	10866400	18	1.92225535712938
chr1	10866401	10948000	24	1.47897739279328
chr1	10948001	11104400	46	1.75394073441455
chr1	11104401	11634800	156	1.44003113040723
chr1	11634801	11723200	26	1.7646719335234
chr1	11723201	11743600	6	2.32591762009667
chr1	11743601	11784400	12	1.68576098640791
chr1	11784401	11815000	9	2.40827476246283
chr1	11815001	11893200	23	1.45236090403207
chr1	11893201	11927200	10	2.30457385074329
chr1	11927201	12056400	38	1.72321175922176
chr1	12056401	12121000	19	1.39638813152595
chr1	12121001	12345400	66	1.71534646404494
chr1	12345401	12450800	31	2.18934604056957
chr1	12450801	12484800	10	2.80713802131531
chr1	12484801	12590200	31	2.06780479683512
chr1	12590201	12624200	10	2.65038142950697
chr1	12624201	13197100	87	1.41147150134472
chr1	13197101	13365400	24	2.11623523139961
chr1	13365401	13647600	83	1.23387820979409
chr1	13647601	13698600	15	1.53890054800633
chr1	13698601	13800600	30	1.87826418785462
chr1	13800601	15085800	378	1.37287473891439
chr1	15085801	15310200	66	1.57734692017861
chr1	15310201	15351000	12	1.90013246833157
chr1	15351001	15405400	16	1.62698392849576
chr1	15405401	15432600	8	2.07699824910321
chr1	15432601	15517600	25	1.3843416132471
chr1	15517601	16381200	254	1.95274017246346
chr1	16381201	16507000	37	1.47324768581648
chr1	16507001	16534200	8	2.41061290115758
chr1	16534201	16561400	7	3.47400540824085
chr1	16561401	16677000	28	5.7179579088043
chr1	16677001	16724600	14	1.83591593435337
chr1	16724601	16796000	15	3.88657673363128
chr1	16796001	16918400	20	2.29151225299678
chr1	16918401	17064600	43	1.6139546037362
chr1	17064601	17418200	104	1.44282867413274
chr1	17418201	17445400	8	1.80687912838784
chr1	17445401	17520200	22	1.4832892920293
chr1	17520201	17605200	25	1.80400082704795
chr1	17605201	18088000	142	1.32152159475376
chr1	18088001	18686400	176	1.49205425839565
chr1	18686401	18883600	58	1.29127832870722
chr1	18883601	28675600	2875	1.72189837667781
chr1	28675601	28733400	17	1.32942279827374
chr1	28733401	28784400	15	1.69995905710904
chr1	28784401	28876200	27	1.16731991550379
chr1	28876201	29097200	65	1.64889553453622
chr1	29097201	30647600	454	1.31057507554926
chr1	30647601	33517200	843	1.72428709003519
chr1	33517201	33768800	74	1.40902772559759
chr1	33768801	34775200	292	1.23738975990318
chr1	34775201	35169600	116	1.41941848529047
chr1	35169601	35203600	10	2.05722558327221
chr1	35203601	35258000	16	1.42197884310863
chr1	35258001	35292000	10	2.0758468359879
chr1	35292001	35428000	40	1.78200328948254
chr1	35428001	35451800	7	1.41411553995599
chr1	35451801	35553800	30	1.76406045080373
chr1	35553801	35574200	6	2.11037590796397
chr1	35574201	35611600	11	1.4038609049762
chr1	35611601	35645600	10	1.85870781574322
chr1	35645601	35924400	82	1.41049348284767
chr1	35924401	36142000	64	1.68786556389334
chr1	36142001	36165800	7	2.8822590359262
chr1	36165801	36223600	17	2.08103322674848
chr1	36223601	36308600	25	2.93487691538363
chr1	36308601	36369800	18	1.96455151631908
chr1	36369801	36400400	9	2.74632049974979
chr1	36400401	36505800	31	1.61194218485984
chr1	36505801	37440800	275	1.18386124570439
chr1	37440801	37471400	9	1.58381079646768
chr1	37471401	37502000	9	2.443586203347
chr1	37502001	37559800	17	1.75588699597152
chr1	37559801	37984800	125	1.40571097919739
chr1	37984801	38018800	10	2.08016792930623
chr1	38018801	38046000	8	1.42168318166246
chr1	38046001	38834800	232	1.28182561060521
chr1	38834801	38875600	12	1.90739018692331
chr1	38875601	38967400	27	1.32271294308767
chr1	38967401	39093200	37	1.61540957967892
chr1	39093201	39198600	31	2.39794737844624
chr1	39198601	39582800	111	1.97643430226702
chr1	39582801	39763000	53	1.560815489061
chr1	39763001	39776600	3	3.00403162306023
chr1	39776601	39814000	11	1.53389528797331
chr1	39814001	39916000	30	2.04797769117115
chr1	39916001	39987400	21	1.56862445776619
chr1	39987401	40062200	22	2.20090976888532
chr1	40062201	40133600	21	1.69642776445731
chr1	40133601	40256000	36	2.09115499865932
chr1	40256001	40293400	11	2.67233338239565
chr1	40293401	40313800	6	2.184798153635
chr1	40313801	40368200	15	1.57428855499734
chr1	40368201	40412400	12	2.20060467915283
chr1	40412401	44050400	1067	1.65645613547994
chr1	44050401	44608000	164	1.37420763148966
chr1	44608001	44682800	22	1.7736237572632
chr1	44682801	44713400	9	1.32262126279038
chr1	44713401	44798400	25	1.79726108266084
chr1	44798401	44818800	6	3.06247910334539
chr1	44818801	47392600	753	1.65003885802697
chr1	47392601	47528600	40	1.43933259242473
chr1	47528601	47583000	16	1.92745877002237
chr1	47583001	48259600	197	1.48483230072548
chr1	48259601	48487400	66	1.73183321819273
chr1	48487401	48535000	14	1.44994683287885
chr1	48535001	48783200	73	1.17813102794876
chr1	48783201	50180600	406	1.56829830539203
chr1	50180601	50456000	81	1.19615139439143
chr1	50456001	51193800	217	1.6590990277906
chr1	51193801	51231200	11	1.2076479954433
chr1	51231201	51418200	55	1.81856437957149
chr1	51418201	51520200	30	2.25886805110147
chr1	51520201	51612000	27	1.77178064213169
chr1	51612001	51765000	45	2.01712431539082
chr1	51765001	51992800	67	1.77350082329314
chr1	51992801	52468800	140	1.52551884300174
chr1	52468801	52557200	26	1.8186904372175
chr1	52557201	53254200	205	1.51414146348905
chr1	53254201	53502400	73	1.30224418956903
chr1	53502401	53866200	107	1.48102911262837
chr1	53866201	53968200	30	1.74436264381058
chr1	53968201	54022600	16	1.46439017566359
chr1	54022601	54094000	21	1.86632469268057
chr1	54094001	54230000	40	1.355570362566
chr1	54230001	54417000	55	1.83655232460185
chr1	54417001	54508800	27	1.39551729093681
chr1	54508801	54712800	60	1.23576121539422
chr1	54712801	54876000	48	1.43933259242473
chr1	54876001	54896400	6	2.34160868206428
chr1	54896401	55076600	53	1.41382151346774
chr1	55076601	55219400	42	1.87592220481639
chr1	55219401	55372400	45	1.37249414997584
chr1	55372401	56423000	308	1.5433871507966
chr1	56423001	56555600	39	1.38184902350875
chr1	56555601	56803800	73	1.86774823677928
chr1	56803801	58490200	493	1.3929080263501
chr1	58490201	58775800	84	1.77055296290538
chr1	58775801	58789400	4	2.87288451463174
chr1	58789401	58820000	9	1.88439315946347
chr1	58820001	58864200	13	1.52520165325628
chr1	58864201	58918600	16	2.09101005586357
chr1	58918601	59789000	255	1.62664564187248
chr1	59789001	59877400	26	2.01964258129786
chr1	59877401	60550600	197	1.70208136008472
chr1	60550601	60649200	28	1.92198889442337
chr1	60649201	61050400	118	1.42879605281995
chr1	61050401	61074200	7	1.84471762925726
chr1	61074201	61142200	20	2.40810783936185
chr1	61142201	61356400	63	2.06823482946441
chr1	61356401	62128200	227	1.55822114791812
chr1	62128201	62189400	18	1.27659420153186
chr1	62189401	62362800	51	1.08598185632229
chr1	62362801	62434200	21	1.26426596783811
chr1	62434201	62750400	93	1.80900951970974
chr1	62750401	62764000	4	1.1452797189942
chr1	62764001	62886400	36	1.71903628834399
chr1	62886401	63093800	61	1.26979887072513
chr1	63093801	63403200	90	1.50597727490112
chr1	63403201	63600400	58	1.8373162840912
chr1	63600401	63756800	46	1.37087782369641
chr1	63756801	64304200	161	1.62608198713183
chr1	64304201	64358600	16	1.25710050706922
chr1	64358601	64974000	181	1.61071360879185
chr1	64974001	65470400	145	1.47744046840295
chr1	65470401	65684600	61	1.74327479312056
chr1	65684601	65711800	8	1.27015098253879
chr1	65711801	66249000	158	1.72321175922176
chr1	66249001	66317000	20	2.35528231780202
chr1	66317001	66351000	10	2.72130752597199
chr1	66351001	66368000	5	2.23008700995059
chr1	66368001	67058200	203	1.78249743420472
chr1	67058201	68173400	326	1.50357830070296
chr1	68173401	68234600	18	2.00291333798456
chr1	68234601	68856800	181	1.60147358252306
chr1	68856801	68867000	3	0.926459618413072
chr1	68867001	69081200	62	1.55681768076515
chr1	69081201	70318800	362	1.72058599515633
chr1	70318801	71437400	329	1.6045847599676
chr1	71437401	72311200	252	1.76736497656999
chr1	72311201	72324800	4	0.874602877439677
chr1	72324801	74715000	702	1.68132660315975
chr1	74715001	77571000	835	1.56840701531445
chr1	77571001	83538000	1743	1.68845063490095
chr1	83538001	83854200	93	1.46266562745745
chr1	83854201	84320000	134	1.82867665301389
chr1	84320001	84401600	24	1.50472515903116
chr1	84401601	84442400	12	2.01112116079694
chr1	84442401	84479800	11	1.47130872567084
chr1	84479801	84578400	29	1.81352923190438
chr1	84578401	85149600	168	1.56005836035749
chr1	85149601	85251600	30	1.68121006651919
chr1	85251601	85584800	98	1.89763167965699
chr1	85584801	87111400	443	1.66936566105137
chr1	87111401	87301800	56	1.29468398646507
chr1	87301801	93595200	1844	1.62394187980504
chr1	93595201	93857000	75	1.3155809292201
chr1	93857001	93948800	27	1.6150736996236
chr1	93948801	94044000	28	1.30703701634332
chr1	94044001	94180000	40	1.57603546538835
chr1	94180001	94333000	45	1.84676462145879
chr1	94333001	94401000	20	1.40415285999877
chr1	94401001	94554000	45	1.95463604307972
chr1	94554001	94649200	28	1.66428210617995
chr1	94649201	94819200	50	1.98673575463321
chr1	94819201	94853200	10	1.36433695903326
chr1	94853201	95026600	51	1.95504254048132
chr1	95026601	96730000	499	1.59637545274409
chr1	96730001	98623800	556	1.76112828192271
chr1	98623801	98933200	91	1.61529761189992
chr1	98933201	98943400	3	0.873451801392557
chr1	98943401	100344200	411	1.67133391784371
chr1	100344201	109075400	2460	1.89355850939891
chr1	109075401	109191000	34	2.40560538077736
chr1	109191001	110037600	246	1.84625266055871
chr1	110037601	110323200	84	1.5585452045884
chr1	110323201	110333400	3	1.86671282434364
chr1	110333401	110357200	7	2.47821267182951
chr1	110357201	110377600	6	1.92278839337292
chr1	110377601	110639400	77	1.54863805570644
chr1	110639401	110700600	18	1.96210194274008
chr1	110700601	110789000	26	1.53922058665306
chr1	110789001	110836600	14	1.98384594775565
chr1	110836601	110843400	2	0.00390625
chr1	110843401	110853600	3	1.39619456444405
chr1	110853601	111234400	112	1.89329602464498
chr1	111234401	111336400	30	1.57603546538835
chr1	111336401	111588000	74	1.83617046398634
chr1	111588001	111673000	25	2.34031057844353
chr1	111673001	111771600	29	1.98935396886721
chr1	111771601	112390400	181	1.611160255346
chr1	112390401	112699800	91	2.16279960792646
chr1	112699801	112720200	6	3.12617816117317
chr1	112720201	113328800	179	1.7454511733489
chr1	113328801	113968000	184	2.05167184884724
chr1	113968001	114389600	124	1.60003115853053
chr1	114389601	114512000	36	2.17950422442666
chr1	114512001	114712600	59	1.75260393112768
chr1	114712601	114790800	23	2.19253519306025
chr1	114790801	115086600	87	1.83935506338491
chr1	115086601	115103600	5	2.41479379642072
chr1	115103601	115991000	259	1.68786556389334
chr1	115991001	116365000	109	1.98894033734643
chr1	116365001	116395600	9	2.77310068823873
chr1	116395601	116477200	24	1.96468769337302
chr1	116477201	116497600	6	2.66900128486936
chr1	116497601	116633600	40	1.94355778246017
chr1	116633601	117347600	209	1.72775661168752
chr1	117347601	117609400	77	2.09899684773776
chr1	117609401	117721600	33	1.55358373297495
chr1	117721601	117810000	26	1.87813400101399
chr1	117810001	117830400	6	1.44182892803086
chr1	117830401	118224800	116	1.86554867144159
chr1	118224801	118235000	3	1.17935659226122
chr1	118235001	119414800	344	1.82234991242165
chr1	119414801	119622200	61	1.64034582239345
chr1	119622201	119632400	3	2.28754480337927
chr1	119632401	119663000	9	2.74384692876914
chr1	119663001	119690200	8	2.23101466995271
chr1	119690201	119761600	21	1.72512392235001
chr1	119761601	119782000	6	2.60250331284845
chr1	119782001	119941800	47	1.91680024813481
chr1	119941801	119994500	14	2.16444928905143
chr1	119994501	120426300	33	2.96719553087606
chr1	120426301	120543600	14	2.0829092728739
chr1	120543601	120759500	7	3.12314597042956
chr1	120759501	121060400	39	1.90884505383645
chr1	121060401	121407200	19	2.67808174918698
chr1	121407201	121471800	19	2.00221930139232
chr1	121471801	121526200	16	1.67411658470223
chr1	121526201	121738700	22	2.02862190453872
chr1	121738701	125167600	73	2.81298137407971
chr1	125167601	143269200	17	92.4627265229454
chr1	143269201	152058200	1522	2.09870588515682
chr1	152058201	152405000	100	1.83961006981544
chr1	152405001	152598800	55	1.52298317089547
chr1	152598801	152615800	5	0.576662854542215
chr1	152615801	152785800	50	1.60302841646903
chr1	152785801	152799400	4	0.994194481215951
chr1	152799401	153187000	114	1.76259375663588
chr1	153187001	153258400	21	1.4005563208872
chr1	153258401	153608600	103	1.65255696101755
chr1	153608601	153948600	100	1.95450056272894
chr1	153948601	153975800	8	3.25238940490535
chr1	153975801	153992800	5	2.62697050076517
chr1	153992801	154914200	271	1.80387578757284
chr1	154914201	154955000	12	2.26985477966306
chr1	154955001	155016200	18	3.60900214325633
chr1	155016201	155036600	6	2.45003099385063
chr1	155036601	155094400	17	2.84454913208454
chr1	155094401	155125000	9	2.13213679142312
chr1	155125001	155142000	5	3.96741688559746
chr1	155142001	155165800	7	1.814409375283
chr1	155165801	155278000	33	3.1520709307767
chr1	155278001	155703000	122	2.12049341090997
chr1	155703001	155907000	60	1.76895825157102
chr1	155907001	156053200	43	2.00208052293571
chr1	156053201	156090600	11	2.70344686276332
chr1	156090601	156162000	21	3.63687666132565
chr1	156162001	156277600	34	2.20977579430508
chr1	156277601	156294600	5	3.40133239448201
chr1	156294601	156454400	47	1.87306374642404
chr1	156454401	156512200	17	3.49162833491345
chr1	156512201	156726400	63	2.04287368204778
chr1	156726401	156780800	16	2.69727010408781
chr1	156780801	158375400	469	1.64535626381157
chr1	158375401	158946600	168	1.93240836094487
chr1	158946601	160061800	326	1.7595420592616
chr1	160061801	160344000	83	1.98825114258811
chr1	160344001	161010400	196	1.69913443190129
chr1	161010401	161153200	42	2.07426468510963
chr1	161153201	161228000	22	2.6678915092274
chr1	161228001	162557400	371	1.81177022577397
chr1	162557401	162622000	19	2.48010293510373
chr1	162622001	164556600	564	1.8576774149918
chr1	164556601	164614400	17	2.25339464499592
chr1	164614401	164770800	46	1.87449243075384
chr1	164770801	165862200	321	1.63251924599141
chr1	165862201	165892800	9	2.36002149554463
chr1	165892801	166032200	40	1.59936586263271
chr1	166032201	166164800	39	1.37087782369641
chr1	166164801	166474200	89	1.67736888546741
chr1	166474201	166542200	20	1.99238989626611
chr1	166542201	167059000	152	1.76552836544101
chr1	167059001	167137200	23	1.48916126971062
chr1	167137201	167188200	15	1.75661740071677
chr1	167188201	167229000	12	2.18873910909791
chr1	167229001	167419400	56	1.89513418230242
chr1	167419401	167681200	77	1.54221082540794
chr1	167681201	175032000	2146	1.86348085860955
chr1	175032001	175072800	12	1.57080054100417
chr1	175072801	175123800	15	1.20572425035776
chr1	175123801	175185000	18	1.61373087762744
chr1	175185001	175321000	40	1.93723637845326
chr1	175321001	175902400	171	1.44874130244336
chr1	175902401	175994200	27	1.8142836143673
chr1	175994201	176215200	65	2.05110308347552
chr1	176215201	176823800	177	1.8055019769765
chr1	176823801	177418800	174	1.57156288311092
chr1	177418801	177745200	95	1.76100621404298
chr1	177745201	178044400	88	1.56254744905501
chr1	178044401	178092000	14	1.80237598970822
chr1	178092001	178197400	31	2.08045632180268
chr1	178197401	178221200	7	1.66439746942305
chr1	178221201	178347000	35	2.07901475903424
chr1	178347001	178483000	40	1.83986511159983
chr1	178483001	178659800	52	1.45922262142824
chr1	178659801	178928400	78	1.94261499108327
chr1	178928401	179115400	55	1.64410222049165
chr1	179115401	179203800	26	2.00124805417289
chr1	179203801	179258200	16	1.69313850986089
chr1	179258201	179278600	6	2.00319101997819
chr1	179278601	179319400	12	2.30889089309098
chr1	179319401	179435000	34	1.83121349514497
chr1	179435001	179584600	44	1.56438976239696
chr1	179584601	179754600	50	1.86891376226969
chr1	179754601	179812400	17	1.38635814074985
chr1	179812401	179870200	17	1.72249524460367
chr1	179870201	179890600	6	2.45955957469552
chr1	179890601	180189800	88	1.8795665526939
chr1	180189801	180278200	26	1.52161144207653
chr1	180278201	180893600	178	1.88739972757278
chr1	180893601	180992200	29	1.47181873079035
chr1	180992201	181036400	13	1.91879422157452
chr1	181036401	181077200	12	1.42188028246193
chr1	181077201	181111200	10	2.14443858658004
chr1	181111201	181305000	56	1.61910887368758
chr1	181305001	181815000	150	1.47243097029528
chr1	181815001	182138000	95	1.62878931234466
chr1	182138001	183011800	257	1.73820712001793
chr1	183011801	183100200	26	2.32720774035337
chr1	183100201	183130800	9	1.77694619749071
chr1	183130801	183249800	35	2.17965530138334
chr1	183249801	183423200	51	1.54210393120411
chr1	183423201	183555800	39	1.9462539940942
chr1	183555801	183593200	11	1.50430801846119
chr1	183593201	183916200	95	1.91533931800091
chr1	183916201	183946800	9	1.45024837219719
chr1	183946801	184259600	92	1.82943733642231
chr1	184259601	184399000	41	1.93267626819578
chr1	184399001	184745800	102	2.17769211751539
chr1	184745801	184762800	5	2.98866252625829
chr1	184762801	185011000	70	2.13776015552912
chr1	185011001	192477400	2187	1.95884059517385
chr1	192477401	192497800	6	2.92087374721307
chr1	192497801	192589600	25	2.52765576512269
chr1	192589601	199818000	2114	1.9826087461962
chr1	199818001	201232400	415	1.70775379715307
